Date,BTC_Change,BTC_High,BTC_Open,BTC_Price,BTC_Low,BTC_Range,BTC_Volume,USD_Change,USD_High,USD_Low,USD_Open,USD_Price,USD_Range,USD_Volume
2017-07-27 00:00:00,5.626918134661284,2693.320068,2538.709961,2671.780029,2529.340088,163.97998000000007,789104000,0.0022,93.95,93,93.325,93.715,0.9500000000000028,33810
2017-07-28 00:00:00,5.1362754235184065,2897.449951,2679.72998,2809.01001,2679.72998,217.719971,1380099968,-0.0084,93.6,92.95,93.5,92.929,0.6499999999999915,220
2017-07-31 00:00:00,4.285543885933082,2889.620117,2763.23999,2875.340088,2720.610107,169.01000999999997,860574976,-0.0042,93.18,92.48,92.955,92.538,0.7000000000000028,220
2017-08-01 00:00:00,-5.463008659586426,2921.350098,2871.300049,2718.26001,2685.610107,235.73999099999992,1324669952,0.0019,92.775,92.46,92.6,92.711,0.31500000000001194,420
2017-08-02 00:00:00,-0.2792259744129453,2762.530029,2727.129883,2710.669922,2668.590088,93.93994100000009,1094950016,-0.0021,92.8,92.23,92.74,92.519,0.5699999999999932,280
2017-08-03 00:00:00,3.4699930536212307,2813.310059,2709.560059,2804.72998,2685.139893,128.17016599999988,804796992,0.0001,92.73,92.4,92.63,92.527,0.3299999999999983,190
2017-08-04 00:00:00,3.250220650474166,2899.330078,2806.929932,2895.889893,2743.719971,155.61010699999997,1002120000,0.0076,93.425,92.435,92.49,93.229,0.9899999999999949,940
2017-08-07 00:00:00,5.133885605487112,3397.679932,3212.780029,3378.939941,3180.889893,216.79003899999998,1482279936,-0.0011,93.23,93.01,93.15,93.129,0.21999999999999886,210
2017-08-08 00:00:00,1.2133983058564224,3484.850098,3370.219971,3419.939941,3345.830078,139.02001999999993,1752760064,0.0022,93.565,92.95,93.07,93.33,0.6149999999999949,380
2017-08-09 00:00:00,-2.2652435813638196,3422.76001,3420.399902,3342.469971,3247.669922,175.09008799999992,1468960000,-0.0009,93.565,93.19,93.39,93.25,0.375,160
2017-08-10 00:00:00,1.161119122586727,3453.449951,3341.840088,3381.280029,3319.469971,133.97998000000007,1515110016,-0.0014,93.5,93.05,93.25,93.119,0.45000000000000284,530
2017-08-11 00:00:00,7.965625020405547,3679.719971,3373.820068,3650.620117,3372.120117,307.59985400000005,2021190016,-0.0037,93.22,92.64,93.1,92.771,0.5799999999999983,650
2017-08-14 00:00:00,6.183496078856985,4325.129883,4066.100098,4325.129883,3989.159912,335.96997099999953,2463089920,0.0037,93.19,92.775,92.815,93.115,0.41499999999999204,220
2017-08-15 00:00:00,-3.310876456285134,4455.970215,4326.990234,4181.930176,3906.179932,549.7902830000003,3258050048,0.0048,93.785,93.17,93.2,93.559,0.6149999999999949,400
2017-08-16 00:00:00,4.6557378723675695,4381.22998,4200.339844,4376.629883,3994.419922,386.810058,2272039936,-0.0034,93.84,93.18,93.54,93.243,0.6599999999999966,500
2017-08-17 00:00:00,-1.0268161393897783,4484.700195,4384.439941,4331.689941,4243.709961,240.99023400000078,2553359872,0.001,93.765,93.015,93.195,93.334,0.75,620
2017-08-18 00:00:00,-3.9492629050108476,4370.129883,4324.339844,4160.620117,4015.399902,354.7299809999995,2941710080,-0.0019,93.44,93.08,93.44,93.159,0.35999999999999943,220
2017-08-21 00:00:00,-2.1019342080726413,4109.140137,4090.47998,4001.73999,3988.600098,120.54003900000043,2800890112,-0.0037,93.28,92.735,93.175,92.817,0.5450000000000017,270
2017-08-22 00:00:00,2.4684269904302276,4128.759766,3998.350098,4100.52002,3674.580078,454.17968800000017,3764239872,0.0047,93.29,92.82,92.82,93.256,0.4700000000000131,200
2017-08-23 00:00:00,1.2437446897284017,4255.779785,4089.01001,4151.52002,4078.409912,177.36987299999964,2369819904,-0.0041,93.34,92.85,93.275,92.875,0.4900000000000091,650
2017-08-24 00:00:00,4.411881795526062,4376.390137,4137.600098,4334.680176,4130.259766,246.1303710000002,2037750016,0.0014,93.1,92.9,92.9,93.002,0.19999999999998863,100
2017-08-25 00:00:00,0.8517334728503403,4455.700195,4332.819824,4371.600098,4307.350098,148.35009700000046,1727970048,-0.0056,93.175,92.15,93.05,92.477,1.0249999999999915,1170
2017-08-28 00:00:00,-0.005013301889745022,4403.930176,4384.450195,4382.660156,4224.640137,179.29003899999952,1959330048,-0.0059,92.26,91.905,92.15,91.93,0.355000000000004,800
2017-08-29 00:00:00,4.480380796379505,4625.680176,4389.209961,4579.02002,4352.129883,273.55029300000024,2486080000,0.0003,92.185,91.35,91.99,91.959,0.835000000000008,1400
2017-08-30 00:00:00,-0.2996321252161785,4626.52002,4570.359863,4565.299805,4471.410156,155.10986400000002,1937849984,0.0069,92.665,91.975,92.075,92.598,0.6900000000000119,1040
2017-08-31 00:00:00,3.0247812388742057,4736.049805,4555.589844,4703.390137,4549.399902,186.64990299999954,1944930048,-0.0022,93.06,92.355,92.63,92.393,0.7049999999999983,1270
2017-09-01 00:00:00,4.010290949844712,4892.009766,4701.759766,4892.009766,4678.529785,213.4799810000004,2599079936,0.0015,92.64,91.83,92.36,92.529,0.8100000000000023,2220
2017-09-04 00:00:00,-7.56388676641112,4591.629883,4591.629883,4236.310059,4108.399902,483.2299809999995,2987330048,0,92.45,92.17,92.45,92.529,0.28000000000000114,780
2017-09-05 00:00:00,3.3099495562678163,4427.839844,4228.290039,4376.529785,3998.110107,429.7297370000001,2697969920,-0.0059,92.445,91.91,92.395,91.986,0.5349999999999966,2230
2017-09-06 00:00:00,5.040302313400129,4617.25,4376.589844,4597.120117,4376.589844,240.66015599999992,2172100096,0.0003,92.11,91.72,91.955,92.017,0.39000000000000057,2220
2017-09-07 00:00:00,0.060032497079936915,4655.040039,4589.140137,4599.879883,4491.330078,163.70996100000048,1844620032,-0.0065,92,91.175,91.925,91.417,0.8250000000000028,5790
2017-09-08 00:00:00,-8.068251616125943,4661,4605.160156,4228.75,4075.179932,585.820068,2700890112,-0.0034,91.275,90.795,91.215,91.106,0.480000000000004,6530
2017-09-11 00:00:00,0.9296783253821427,4261.669922,4122.470215,4161.27002,4099.399902,162.27001999999993,1557330048,0.0056,91.735,91.165,91.19,91.618,0.5699999999999932,20370
2017-09-12 00:00:00,-0.731987130217509,4344.649902,4168.879883,4130.810059,4085.219971,259.4299310000001,1864530048,0.0001,91.805,91.52,91.67,91.626,0.2850000000000108,11570
2017-09-13 00:00:00,-6.008990184847432,4131.97998,4131.97998,3882.590088,3789.919922,342.060058,2219409920,0.0071,92.285,91.475,91.63,92.273,0.8100000000000023,30960
2017-09-14 00:00:00,-18.741101185235394,3920.600098,3875.370117,3154.949951,3153.860107,766.7399909999999,2716310016,-0.0042,92.42,91.805,92.165,91.889,0.6149999999999949,38970
2017-09-15 00:00:00,15.295648948315119,3733.449951,3166.300049,3637.52002,2946.620117,786.8298340000001,4148069888,-0.0026,91.94,91.36,91.775,91.653,0.5799999999999983,33900
2017-09-18 00:00:00,13.46179843450811,4079.22998,3591.090088,4065.199951,3591.090088,488.13989200000015,1943209984,0.0019,91.995,91.585,91.655,91.824,0.4100000000000108,18270
2017-09-19 00:00:00,-3.449522328305274,4094.070068,4073.790039,3924.969971,3868.870117,225.19995100000006,1563980032,-0.0056,91.505,91.27,91.505,91.311,0.23499999999999943,130
2017-09-20 00:00:00,-0.4845902042698694,4031.389893,3916.360107,3905.949951,3857.72998,173.65991299999996,1213830016,0.0081,92.215,91,91.275,92.051,1.2150000000000034,90
2017-09-21 00:00:00,-7.038234371887375,3916.419922,3901.469971,3631.040039,3613.629883,302.790039,1411480064,-0.0028,92.19,91.655,92.13,91.789,0.5349999999999966,170
2017-09-22 00:00:00,-0.009366131916672136,3758.27002,3628.02002,3630.699951,3553.530029,204.73999099999992,1194829952,-0.0009,91.7,91.35,91.7,91.707,0.3500000000000085,90
2017-09-25 00:00:00,6.604413283990517,3950.25,3681.580078,3926.070068,3681.580078,268.66992200000004,1374210048,0.0051,92.23,91.79,91.89,92.176,0.4399999999999977,200
2017-09-26 00:00:00,-0.8588733623182015,3969.889893,3928.409912,3892.350098,3869.899902,99.98999099999992,1043740032,0.0036,92.76,92.175,92.175,92.511,0.585000000000008,220
2017-09-27 00:00:00,7.921174001239602,4210.049805,3892.939941,4200.669922,3884.820068,325.22973699999966,1686880000,0.0042,93.1,92.6,92.675,92.896,0.5,160
2017-09-28 00:00:00,-0.6175191691245664,4279.310059,4197.129883,4174.72998,4109.700195,169.60986400000002,1712320000,-0.0026,93.15,92.7,93,92.652,0.45000000000000284,60
2017-09-29 00:00:00,-0.27930323771502735,4214.629883,4171.620117,4163.069824,4039.290039,175.33984399999963,1367049984,-0.0005,92.825,92.57,92.755,92.608,0.25500000000000966,100
2017-10-02 00:00:00,0.12670116091139721,4470.22998,4395.810059,4409.319824,4377.459961,92.7700190000005,1431730048,0.0056,93.35,92.71,92.71,93.13,0.6400000000000006,200
2017-10-03 00:00:00,-2.0828573944696482,4432.470215,4408.459961,4317.47998,4258.890137,173.58007799999996,1288019968,0,93.48,93,93.2,93.129,0.480000000000004,150
2017-10-04 00:00:00,-2.0410081206676582,4352.310059,4319.370117,4229.359863,4210.419922,141.89013700000032,1116770048,-0.0012,93.055,92.805,92.885,93.014,0.25,240
2017-10-05 00:00:00,2.341968908026218,4362.640137,4229.879883,4328.410156,4164.049805,198.59033200000067,1161769984,0.0085,93.835,93.25,93.365,93.803,0.5849999999999937,18200
2017-10-06 00:00:00,0.9795722094687842,4413.27002,4324.459961,4370.810059,4320.529785,92.74023500000021,1069939968,-0.0017,94.1,93.6,93.75,93.641,0.5,27380
2017-10-09 00:00:00,3.5037575415304127,4878.709961,4614.52002,4772.02002,4564.25,314.45996099999957,1968739968,-0.0015,93.67,93.455,93.625,93.505,0.2150000000000034,12440
2017-10-10 00:00:00,0.208930682566582,4922.169922,4776.209961,4781.990234,4765.100098,157.06982400000015,1597139968,-0.0043,93.57,92.95,93.565,93.101,0.6199999999999903,26870
2017-10-11 00:00:00,0.9303604529276878,4873.72998,4789.25,4826.47998,4751.629883,122.10009700000046,1222279936,-0.003,93.19,92.715,93.06,92.825,0.4749999999999943,20790
2017-10-12 00:00:00,12.85471355047452,5446.910156,4829.580078,5446.910156,4822,624.9101559999999,2791610112,0.0008,93.065,92.635,92.755,92.898,0.4299999999999926,17440
2017-10-13 00:00:00,3.6773106084623226,5840.299805,5464.160156,5647.209961,5436.850098,403.44970699999976,3615480064,0.0004,93.09,92.59,92.93,92.935,0.5,21580
2017-10-16 00:00:00,0.8347713530634858,5776.22998,5687.569824,5725.589844,5544.209961,232.0200190000005,2008070016,0.0024,93.21,92.93,92.965,93.161,0.2799999999999869,15650
2017-10-17 00:00:00,-2.0972525324327087,5800.350098,5741.580078,5605.509766,5472.720215,327.6298829999996,1821570048,0.002,93.59,93.135,93.14,93.35,0.4549999999999983,16910
2017-10-18 00:00:00,-0.2643796125356798,5603.819824,5603.819824,5590.689941,5151.439941,452.3798830000005,2399269888,-0.0013,93.655,93.215,93.34,93.228,0.4399999999999977,15590
2017-10-19 00:00:00,2.107612481527176,5744.350098,5583.740234,5708.52002,5531.060059,213.29003899999952,1780540032,-0.0012,93.425,92.91,93.29,93.12,0.5150000000000006,18560
2017-10-20 00:00:00,5.306632436054773,6060.109863,5708.109863,6011.450195,5627.22998,432.8798829999996,2354429952,0.0049,93.675,92.995,93.045,93.579,0.6799999999999926,27270
2017-10-23 00:00:00,-1.2998442022008843,6075.589844,6006,5930.319824,5732.470215,343.1196289999998,2401840128,0.0025,93.9,93.56,93.64,93.814,0.3400000000000034,16030
2017-10-24 00:00:00,-6.807047494577079,5935.52002,5935.52002,5526.640137,5504.180176,431.3398440000001,2735699968,-0.0016,93.87,93.555,93.695,93.661,0.3149999999999977,18540
2017-10-25 00:00:00,4.055984512168343,5754.330078,5524.600098,5750.799805,5397.879883,356.45019500000035,1966989952,-0.0009,93.89,93.475,93.83,93.577,0.41500000000000625,24510
2017-10-26 00:00:00,2.6784147983395212,5976.799805,5747.950195,5904.830078,5721.220215,255.57958999999937,1905040000,0.01,94.615,93.365,93.495,94.509,1.25,44610
2017-10-27 00:00:00,-2.0987932652242502,5988.390137,5899.740234,5780.899902,5728.819824,259.57031300000017,1710130048,0.0033,95.06,94.63,94.66,94.822,0.4300000000000068,36500
2017-10-30 00:00:00,-0.37895484336836976,6214.990234,6114.850098,6130.529785,6040.850098,174.14013599999998,1772150016,-0.0039,94.835,94.325,94.77,94.454,0.5099999999999909,22350
2017-10-31 00:00:00,5.5112711111312285,6470.430176,6132.02002,6468.399902,6103.330078,367.1000979999999,2311379968,-0.0003,94.6,94.35,94.365,94.429,0.25,18900
2017-11-01 00:00:00,4.621083444571487,6767.310059,6440.970215,6767.310059,6377.879883,389.43017600000076,2870320128,0.003,94.755,94.4,94.415,94.709,0.35499999999998977,16620
2017-11-02 00:00:00,4.598428892527852,7367.330078,6777.77002,7078.5,6758.720215,608.6098629999997,4653770240,-0.0013,94.695,94.305,94.665,94.588,0.38999999999998636,17090
2017-11-03 00:00:00,1.8260897930352495,7461.290039,7087.529785,7207.759766,7002.939941,458.3500980000008,3369860096,0.0029,94.92,94.115,94.61,94.858,0.8050000000000068,24480
2017-11-06 00:00:00,-5.192778338167667,7445.77002,7403.220215,7022.759766,7007.310059,438.45996099999957,3111899904,-0.0021,95,94.605,94.825,94.657,0.394999999999996,17710
2017-11-07 00:00:00,1.7317994784445183,7253.319824,7023.100098,7144.379883,7023.100098,230.21972600000026,2326340096,0.0015,95.07,94.6,94.63,94.8,0.46999999999999886,23730
2017-11-08 00:00:00,4.413399947422701,7776.419922,7141.379883,7459.689941,7114.02002,662.3999020000001,4602200064,-0.0003,94.865,94.68,94.765,94.768,0.18499999999998806,11410
2017-11-09 00:00:00,-4.2375737530670605,7446.830078,7446.830078,7143.580078,7101.52002,345.310058,3226249984,-0.0044,94.865,94.305,94.85,94.352,0.5599999999999881,22010
2017-11-10 00:00:00,-7.355414725708624,7312,7173.72998,6618.140137,6436.870117,875.1298829999996,5208249856,-0.0008,94.555,94.155,94.365,94.278,0.4000000000000057,14650
2017-11-13 00:00:00,10.242239637959578,6811.189941,5938.25,6559.490234,5844.290039,966.8999019999992,6263249920,0.0012,94.545,94.31,94.355,94.388,0.23499999999999943,10710
2017-11-14 00:00:00,1.1625867754893608,6764.97998,6561.47998,6635.75,6461.75,303.22998000000007,3197110016,-0.007,94.44,93.64,94.405,93.723,0.7999999999999972,27440
2017-11-15 00:00:00,10.244358798930046,7342.25,6634.759766,7315.540039,6634.759766,707.4902339999999,4200880128,0,93.8,93.305,93.77,93.726,0.49499999999999034,25250
2017-11-16 00:00:00,7.602308223796178,7967.379883,7323.240234,7871.689941,7176.580078,790.7998049999997,5123809792,0.0014,93.915,93.69,93.785,93.854,0.22500000000000853,12190
2017-11-17 00:00:00,-2.066896793693208,8004.589844,7853.569824,7708.990234,7561.089844,443.5,4651670016,-0.003,93.845,93.42,93.715,93.575,0.42499999999999716,16910
2017-11-20 00:00:00,2.0425510293726616,8336.860352,8039.069824,8200.639648,7949.359863,387.500489,3488450048,0.0045,94.02,93.485,93.73,93.997,0.5349999999999966,19680
2017-11-21 00:00:00,-1.577680370720274,8348.660156,8205.740234,8071.259766,7762.709961,585.9501950000003,4277609984,-0.0013,94.085,93.795,93.945,93.877,0.28999999999999204,11700
2017-11-22 00:00:00,2.258507894491181,8302.259766,8077.950195,8253.549805,8075.470215,226.78955099999894,3633530112,-0.0079,93.88,93.12,93.855,93.135,0.7599999999999909,24890
2017-11-23 00:00:00,-2.602271629473745,8267.400391,8232.379883,8038.77002,8038.77002,228.6303709999993,4225179904,0,93.21,93,93.195,93.135,0.20999999999999375,9960
2017-11-24 00:00:00,2.6735484342168134,8374.160156,8074.02002,8253.69043,7940.930176,433.22998000000007,5058610176,-0.0046,93.175,92.61,93.11,92.707,0.5649999999999977,17460
2017-11-27 00:00:00,5.227985640659685,9818.349609,9352.719727,9818.349609,9352.719727,465.6298820000011,5653320192,0.0013,92.865,92.43,92.665,92.825,0.43499999999998806,22700
2017-11-28 00:00:00,2.4489878704216332,10125.7002,9823.429688,10058.7998,9736.299805,389.40039499999875,6348819968,0.0042,93.27,92.76,92.795,93.213,0.5099999999999909,21740
2017-11-29 00:00:00,-1.691945872110915,11517.40039,10077.40039,9888.610352,9601.030273,1916.3701170000004,11568799744,-0.0011,93.375,92.925,93.175,93.107,0.45000000000000284,17790
2017-11-30 00:00:00,3.4887536844873717,10801,9906.790039,10233.59961,9202.049805,1598.9501949999994,8310689792,-0.0011,93.465,92.68,93.2,93.002,0.7849999999999966,27690
2017-12-01 00:00:00,7.250625667188869,11046.7002,10198.59961,10975.59961,9694.650391,1352.049809,6783119872,-0.0017,93.21,92.55,92.905,92.841,0.6599999999999966,31150
2017-12-04 00:00:00,2.9496961468543144,11657.2002,11315.40039,11657.2002,11081.7998,575.4003999999986,6132409856,0.0033,93.345,93.005,93.04,93.144,0.3400000000000034,30070
2017-12-05 00:00:00,2.226091990768075,12032,11685.7002,11916.7002,11604.59961,427.4003900000007,6895260160,0.002,93.445,93,93.02,93.334,0.4449999999999932,18290
2017-12-06 00:00:00,19.928333852017197,14369.09961,11923.40039,14291.5,11923.40039,2445.6992199999986,12656300032,0.0027,93.62,93.135,93.31,93.582,0.48499999999999943,21660
2017-12-07 00:00:00,25.247169436378258,17899.69922,14266.09961,17899.69922,14057.2998,3842.399419999998,17950699520,0.002,93.78,93.495,93.565,93.769,0.2849999999999966,14810
2017-12-08 00:00:00,-7.431961920978021,18353.40039,17802.90039,16569.40039,14336.90039,4016.499999999998,21135998976,0.0011,94.075,93.785,93.8,93.874,0.29000000000000625,19750
2017-12-11 00:00:00,9.585001699202182,17513.90039,15427.40039,16936.80078,15404.7998,2109.100589999998,12153900032,-0.0003,93.955,93.65,93.86,93.843,0.3049999999999926,26430
2017-12-12 00:00:00,2.8257970098175615,17781.80078,16919.80078,17415.40039,16571.59961,1210.2011700000003,14603799552,0.0025,94.21,93.745,93.895,94.08,0.4649999999999892,18700
2017-12-13 00:00:00,-5.783393705827974,17653.09961,17500,16408.19922,16039.7002,1613.3994100000018,12976900096,-0.007,94.095,93.34,94.015,93.419,0.7549999999999955,30860
2017-12-14 00:00:00,0.9495300362400245,17085.80078,16384.59961,16564,16185.90039,899.9003900000007,13777399808,0.0006,93.77,93.275,93.38,93.479,0.49499999999999034,29830
2017-12-15 00:00:00,6.899905759478379,18154.09961,16601.30078,17706.90039,16601.30078,1552.7988299999997,14309999616,0.0048,93.995,93.405,93.57,93.929,0.5900000000000034,8970
2017-12-18 00:00:00,-0.13897830245325185,19371,19106.40039,19114.19922,18355.90039,1015.0996100000011,14839499776,-0.0044,94.02,93.575,94,93.52,0.4449999999999932,540
2017-12-19 00:00:00,-6.997415819546952,19177.80078,19118.30078,17776.69922,17275.40039,1902.4003900000025,16894499840,-0.0053,93.31,93.015,93.255,93.027,0.2950000000000017,14680
2017-12-20 00:00:00,-6.480953498407661,17934.69922,17760.30078,16624.59961,16077.7002,1856.9990199999993,22149699584,-0.0015,93.12,92.75,93.035,92.891,0.37000000000000455,20130
2017-12-21 00:00:00,-4.94267073659767,17567.69922,16642.40039,15802.90039,15342.7002,2224.9990199999993,16516599808,-0.0003,93.095,92.815,92.925,92.862,0.28000000000000114,12900
2017-12-22 00:00:00,-12.473030528290256,15943.40039,15898,13831.7998,11833,4110.400390000001,22197999616,0.0007,93.075,92.87,93,92.924,0.2049999999999983,9380
2017-12-26 00:00:00,14.780490265951219,16461.19922,14036.59961,16099.7998,14028.90039,2432.298829999998,13454300160,-0.0013,92.96,92.755,92.885,92.801,0.2049999999999983,6310
2017-12-27 00:00:00,-1.6230003058795843,16930.90039,16163.5,15838.5,15114.2998,1816.6005899999982,12487600128,-0.002,92.865,92.525,92.825,92.612,0.3399999999999892,16220
2017-12-28 00:00:00,-7.7785143795182625,15888.40039,15864.09961,14606.5,13937.2998,1951.10059,12336499712,-0.0034,92.69,92.275,92.69,92.3,0.41499999999999204,15440
2017-12-29 00:00:00,0.34026084277547197,15279,14695.7998,14656.2002,14307,972,13025500160,-0.0051,92.375,91.805,92.355,91.826,0.5699999999999932,21610
2018-01-02 00:00:00,9.701105575065085,15444.59961,13625,14982.09961,13163.59961,2281,16846600192,-0.0028,91.93,91.47,91.895,91.573,0.46000000000000796,19620
2018-01-03 00:00:00,1.461079526222698,15572.7998,14978.2002,15201,14844.5,728.2998000000007,16871900160,0.0035,91.99,91.535,91.56,91.896,0.4549999999999983,17210
2018-01-04 00:00:00,2.619565818038282,15739.7002,15270.7002,15599.2002,14522.2002,1217.5,21783199744,-0.0034,92,91.52,91.965,91.581,0.480000000000004,15730
2018-01-05 00:00:00,11.733292582526127,17705.19922,15477.2002,17429.5,15202.7998,2502.399419999998,23840899072,0.001,91.83,91.51,91.55,91.673,0.3199999999999932,13750
2018-01-08 00:00:00,-7.935014995791621,16537.90039,16476.19922,15170.09961,14208.2002,2329.7001899999996,18413899776,0.0047,92.135,91.61,91.765,92.1,0.5250000000000057,15960
2018-01-09 00:00:00,-3.788368137155552,15497.5,15123.7002,14595.40039,14424,1073.5,16659999744,0.0017,92.36,91.96,92.07,92.26,0.4000000000000057,21580
2018-01-10 00:00:00,2.5891678193283187,14973.2998,14588.5,14973.2998,13691.2002,1282.0996000000014,18500800512,-0.0021,92.285,91.65,92.225,92.07,0.6349999999999909,24560
2018-01-11 00:00:00,-10.46863430865119,15018.7998,14968.2002,13405.7998,13105.90039,1912.89941,16534099968,-0.005,92.305,91.535,92.07,91.608,0.7700000000000102,22700
2018-01-12 00:00:00,4.287695016898571,14229.90039,13453.90039,13980.59961,13158.09961,1071.8007800000014,12065699840,-0.0095,91.63,90.53,91.51,90.735,1.0999999999999943,40560
2018-01-15 00:00:00,0.3470795817600979,14445.5,13767.2998,13819.7998,13641.7002,803.7998000000007,12750799872,0,90.705,90.045,90.595,90.735,0.6599999999999966,24810
2018-01-16 00:00:00,-16.854801326427324,13843.09961,13836.09961,11490.5,10194.90039,3648.1992199999986,18853799936,-0.0065,90.58,90.105,90.255,90.146,0.4749999999999943,27970
2018-01-17 00:00:00,-2.6273912362386382,11678,11431.09961,11188.59961,9402.290039,2275.7099610000005,18830600192,0.0019,90.695,89.96,89.99,90.313,0.7349999999999994,33600
2018-01-18 00:00:00,2.5588616089552016,12107.2998,11198.7998,11474.90039,10942.5,1164.7998000000007,15020399616,-0.0002,90.765,90.205,90.65,90.297,0.5600000000000023,28150
2018-01-19 00:00:00,1.1546941193099105,11992.7998,11429.7998,11607.40039,11172.09961,820.7001900000014,10740400128,0.0008,90.51,89.96,90.32,90.37,0.5500000000000114,24170
2018-01-22 00:00:00,-5.764598947267132,11966.40039,11633.09961,10931.40039,10240.2002,1726.2001900000014,10537400320,-0.002,90.5,90.14,90.27,90.191,0.35999999999999943,16700
2018-01-23 00:00:00,-0.5763214021291557,11377.59961,10944.5,10868.40039,10129.7002,1247.89941,9660609536,-0.0031,90.395,89.845,90.155,89.915,0.5499999999999972,20360
2018-01-24 00:00:00,4.51768413364462,11501.40039,10903.40039,11359.40039,10639.7998,861.60059,9940989952,-0.0101,89.905,88.955,89.875,89.011,0.9500000000000028,32300
2018-01-25 00:00:00,-0.8803281561237405,11785.7002,11421.7002,11259.40039,11057.40039,728.2998099999986,8873169920,0.0024,89.415,88.255,89.095,89.227,1.1600000000000108,77360
2018-01-26 00:00:00,-0.7815691506819218,11656.7002,11256,11171.40039,10470.2998,1186.4003999999986,9746199552,-0.0038,89.18,88.565,89.17,88.891,0.6150000000000091,33160
2018-01-29 00:00:00,-4.156515770963165,11875.59961,11755.5,11296.40039,11179.2002,696.39941,7107359744,0.0027,89.44,88.835,88.95,89.131,0.605000000000004,25770
2018-01-30 00:00:00,-10.535219617866254,11307.2002,11306.7998,10106.2998,10036.2002,1271,8637859840,-0.0015,89.48,88.74,89.215,88.999,0.7400000000000091,26240
2018-01-31 00:00:00,1.1359232584808003,10381.59961,10108.2002,10221.09961,9777.419922,604.1796880000002,8041160192,-0.0005,89.135,88.615,88.95,88.954,0.5200000000000102,29180
2018-02-01 00:00:00,-10.27834196990083,10288.7998,10237.2998,9170.540039,8812.280273,1476.5195270000004,9959400448,-0.005,89.17,88.385,88.935,88.505,0.7849999999999966,23880
